feature,mean,iteration_1,iteration_2,iteration_3,iteration_4,iteration_5,iteration_6,iteration_7,iteration_8,iteration_9,iteration_10,iteration_11,iteration_12
F1-carry,0.10238460932577188,0.10888468809073729,0.10850661625708878,0.13702741020793954,0.08872873345935728,0.1380434782608696,0.10489130434782605,0.07426748582230626,0.1331285444234404,0.08750000000000001,0.054158790170132295,0.09083175803402647,0.10264650283553875
F1-water,0.06378189981096408,0.07620510396975426,0.06349243856332698,0.06677693761814743,0.04905482041587899,0.0813563327032136,0.07514177693761812,0.07724480151228733,0.06878544423440454,0.02190453686200379,0.047873345935727764,0.07563799621928168,0.0619092627599244
F1-all,0.018039146187775683,0.034286389413988684,-0.004182419659735389,0.007797731568998102,0.026181474480151238,0.02504725897920607,0.01526465028355387,0.03438090737240079,0.028662570888468835,-0.0008034026465028376,0.02906427221172021,0.01798204158790171,0.0027882797731569307
F1-wash,0.00991257088846881,0.01623345935727789,-0.0004489603024574985,0.013327032136105848,0.01599716446124765,0.013468809073724008,0.0037098298676748404,0.006261814744801536,0.006261814744801522,-0.003520793950850675,0.023865784499054795,0.014532136105860127,0.009262759924385664
F2-had,0.008089161940768749,0.01446124763705106,0.0013232514177693487,0.004253308128544407,0.017911153119092638,0.0068998109640831876,0.0041115311909262564,0.004087901701323266,0.01205103969754254,0.0009924385633270345,0.011389413988657839,0.009097353497164461,0.010491493383742948
F2-dark,0.007273944549464401,0.01086956521739132,-0.003237240075614384,0.0025283553875236247,0.002457466918714558,0.015170132325141781,0.024172967863894133,0.002008506616257105,0.009900756143667304,-0.0006379962192816673,0.015099243856332692,0.012901701323251425,-0.003946124763705088
F1-that,0.006112161310649025,0.009333648393194722,-0.003993383742911178,0.003048204158790157,0.02282608695652175,0.004985822306238194,0.012783553875236286,0.0033553875236295096,0.005316635160680539,-0.004584120982986779,0.0007325141776937529,0.019825141776937637,-0.00028355387523628907
F1-your,0.004972038437303087,0.006923440453686219,0.0014886578449905354,0.012830812854442306,0.0006852551984877161,0.011153119092627612,0.0029773156899810848,-0.00023629489603023906,0.0118147448015123,0.00016540642722117298,0.00897920604914933,0.00238657844990548,0.000496219281663519
F1-had,0.004517170762444864,0.0005671077504726037,-0.0024338374291115595,-4.7258979206056674e-05,0.021904536862003787,0.003993383742911161,-0.00033081285444235947,0.0018194706994329127,0.009026465028355395,-0.005174858223062398,0.013421550094517948,0.007466918714555755,0.0039933837429111775
F2-suit,0.004357671707624449,0.0004962192816635266,-0.003568052930056731,0.0003308128544423451,0.004206049149338381,0.0013941398865784552,-0.00030718336483932427,0.02020321361058605,0.016729678638941398,-0.006923440453686222,0.007230623818525513,0.013941398865784493,-0.0014413988657844968
F2-that,0.003611373660995592,0.004914933837429122,-0.0003071833648393212,-0.0011105860113421633,0.005222117202268438,0.008766540642722132,0.0047731568998109425,0.0027410207939508667,0.005080340264650301,-0.00035444234404536994,0.004300567107750467,0.006025519848771254,0.0032844990548204344
F2-she,0.0025933364839319517,0.0001417769376181476,-0.00016540642722117228,-0.002339319470699443,0.007301512287334608,0.002764650283553885,-2.3629489603024437e-05,0.0058601134215501135,0.006805293005671101,0.00016540642722117277,0.0036862003780718322,0.003733459357277863,0.003189981096408337
F2-an,0.0024712507876496503,-0.0001417769376181331,-0.005458412098298711,-0.0019376181474480224,0.017391304347826094,0.0035207939508506677,0.00035444234404535623,-0.002764650283553857,0.007726843100189044,-0.007608695652173946,0.00628544423440453,0.01280718336483932,-0.0005198487712665436
F2-water,0.002191635160680531,0.0026465028355387578,0.001157844990548197,0.001984877126654051,0.0017249527410207952,-0.0003308128544423451,0.0003071833648393177,-0.0011105860113421475,0.006190926275992464,-0.0008506616257088884,0.011436672967863899,0.004087901701323242,-0.0009451795841209715
F2-carry,0.0020163831127914347,0.008577504725897937,-0.001772211720226854,-0.004182419659735373,0.006096408317580349,0.003497164461247648,0.0016304347826086854,-0.0023865784499054695,0.006356332703213637,-9.451795841209847e-05,0.002433837429111525,-0.0009688090737240071,0.005009451795841236
F2-all,0.0019651858853182115,0.0014650283553875282,0.0006852551984877062,0.002244801512287338,0.0008742911153119127,-0.00021266540642722235,0.0013705103969754177,0.0016540642722117263,0.008246691871455599,-0.0001417769376181481,0.005174858223062376,0.0016776937618147403,0.0005434782608695663
F2-don't,0.0018253780718336498,0.0007088846880907375,-0.0011578449905482093,0.007939508506616243,2.87549271833112e-19,0.0020793950850661685,0.0007325141776937588,0.0004017013232514243,0.007750472589792072,-0.004111531190926284,-0.007325141776937624,0.0111531190926276,0.003733459357277912
