feature,mean,iteration_1,iteration_2,iteration_3,iteration_4,iteration_5,iteration_6,iteration_7,iteration_8,iteration_9,iteration_10,iteration_11,iteration_12
F1-carry,0.0885652961562697,0.07982041587901698,0.07549621928166352,0.09005198487712661,0.07481096408317583,0.097117202268431,0.11401228733459359,0.09449432892249525,0.08388468809073724,0.0669896030245747,0.11053875236294894,0.08797258979206048,0.08759451795841212
F1-water,0.07126260239445494,0.08414461247637046,0.10512759924385628,0.08870510396975426,0.045888468809073754,0.05784499054820416,0.07818998109640833,0.07944234404536861,0.07511814744801511,0.06547731568998111,0.08128544423440445,0.03887051039697542,0.0550567107750473
F1-all,0.03142919029615626,0.051677693761814705,0.013019848771266518,0.02781190926275993,0.025259924385633292,0.018383742911153123,0.040288279773156875,0.04281663516068053,0.05370982986767483,0.010137051039697554,0.037736294896030226,0.028969754253308146,0.027339319470699463
F2-don't,0.015957781978575922,0.0220463137996219,0.023156899810964054,0.02041587901701323,-0.00850661625708882,-0.004536862003780703,0.014815689981096385,0.025850661625708867,0.046762759924385604,0.0019139886578450054,0.02575614366729674,0.011200378071833661,0.012618147448015139
F2-had,0.01521936042848141,0.04799149338374289,0.012996219281663496,0.014650283553875243,0.004962192816635192,-0.004111531190926261,0.007585066162570871,0.025165406427221156,0.03605860113421548,0.008364839319470713,0.022613421550094492,0.009097353497164472,-0.002741020793950829
F2-wash,0.012157372400756141,0.026181474480151193,0.010066162570888451,0.01873818525519849,0.003426275992438596,0.008577504725897937,0.008412098298676729,0.022920604914933827,0.019730623818525493,-0.002599243856332689,0.007088846880907352,0.017982041587901707,0.005363894139886592
F2-that,0.010985743541272838,0.0018903591682419446,0.027055765595463098,0.017178638941398868,-0.008577504725897894,0.009499054820415888,0.003379017013232495,0.020699432892249525,0.02410207939508504,0.003308128544423455,0.016115311909262735,0.017722117202268434,-0.0005434782608695451
F2-an,0.01038122243226213,0.025992438563327,0.009853497164461227,0.005458412098298687,0.006899810964083206,0.009617202268431017,-0.001772211720226856,0.009971644612476373,0.01306710775047257,0.011176748582230635,0.01793478260869563,0.011672967863894145,0.004702268431001905
F1-like,0.010249291115311908,0.029371455576559513,0.00014177693761813602,0.008081285444234415,-0.0024102079395084764,0.007041587901701332,0.001937618147447998,0.016800567107750467,0.03849243856332701,0.004087901701323262,0.00472589792060489,0.015524574669187156,-0.0008034026465028156
F2-like,0.009536468178953999,0.014248582230623795,0.007679584120982964,0.01540642722117203,0.016068052930056746,-0.006450850661625694,0.0035207939508506442,0.026417769376181458,0.01361058601134213,-0.003827977315689963,0.007750472589792036,0.008908317580340271,0.011105860113421566
