feature,mean,iteration_1,iteration_2,iteration_3,iteration_4,iteration_5,iteration_6
F1-also,0.01951522803795531,0.02218778696051422,0.01129476584022038,0.009469696969696956,0.027295684113865935,0.022084481175390247,0.024758953168044138
F2-ask,0.013093051729415365,0.018376951331496767,0.010009182736455456,0.008677685950413216,0.002261248852157942,0.023312672176308506,0.01592056932966031
F2-and,0.01283670033670034,0.010353535353535344,0.0012052341597796137,0.013659320477502283,0.006932966023875107,0.025619834710743777,0.01924931129476591
F1-call,0.012184343434343436,0.012706611570247921,-0.0030762167125803464,0.00946969696969696,0.011524334251606975,0.023943985307621648,0.018537649219467465
F1-snake,0.01128902662993572,0.008999081726354448,0.010663452708907244,0.01732093663911844,0.009010560146923774,0.013544536271808981,0.00819559228650144
F1-small,0.011189546985001525,0.009687786960514226,0.00948117539026629,0.01503673094582184,0.01727502295684113,0.018009641873278217,-0.002353076216712562
F1-bob,0.009561524334251606,0.0034205693296602167,0.0028122130394857645,0.00693296602387511,0.014657943067033968,0.01743572084481173,0.012109733700642849
F2-we,0.008962733394551581,0.011030762167125797,-0.00044765840220385646,0.012006427915518815,0.006737832874196507,0.014726813590449939,0.009722222222222285
F1-from,0.008700642791551886,0.007621671258034891,0.011960514233241498,0.016574839302112006,-0.006749311294765834,0.008976124885215785,0.013820018365472982
F2-from,0.00867768595041323,0.008172635445362715,0.008413682277318634,0.013946280991735529,-0.005119375573921027,0.009733700642791538,0.016919191919191993
F1-slabs,0.007654193449648,0.01733241505968777,0.011122589531680431,0.004683195592286494,0.002089072543617997,0.00016069788797061502,0.010537190082644695
F2-into,0.007503060912151823,0.010158402203856741,0.010629017447199258,-0.002261248852157942,0.0001721763085399448,0.0213728191000918,0.004947199265381133
F1-at,0.007449494949494948,0.007943067033976126,-0.00019513314967860407,0.016081267217630844,0.0034090909090909068,0.017653810835629002,-0.00019513314967858987
F1-frog,0.0074246250382614025,-0.0012741046831956269,0.004040404040404037,0.0026974288337924678,0.0021349862258953143,0.012660697887970598,0.024288337924701624
F2-with,0.007024793388429752,0.014864554637281903,0.011042240587695122,-0.0005968778696051418,-0.002972910927456381,0.017699724517906308,0.00211202938475669
